cohort,survey,spec,sex,rule,ref_censuses,n,wN,clamped_share,position,ridit,ridit_se,bins,q1,q1_se,q2,q2_se,q3,q3_se,q4,q4_se,q5,q5_se,mig_c1_none_primary_incomplete,mig_c1_none_primary_incomplete_se,mex_c1_none_primary_incomplete,diff_c1_none_primary_incomplete,diff_c1_none_primary_incomplete_se,mig_c2_primary,mig_c2_primary_se,mex_c2_primary,diff_c2_primary,diff_c2_primary_se,mig_c3_lower_secondary,mig_c3_lower_secondary_se,mex_c3_lower_secondary,diff_c3_lower_secondary,diff_c3_lower_secondary_se,mig_c4_upper_secondary,mig_c4_upper_secondary_se,mex_c4_upper_secondary,diff_c4_upper_secondary,diff_c4_upper_secondary_se,mig_c5_tertiary,mig_c5_tertiary_se,mex_c5_tertiary,diff_c5_tertiary,diff_c5_tertiary_se
1975-1979,2019,acs2019_ref2020,H,2020,2020,1069,126200.00000,0.00000,middle (fewer in both tails),0.50936,0.01072,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.19264,0.01332,0.17488,0.01065,0.18497,0.01314,0.27093,0.01547,0.17659,0.01398,0.32086,0.01847,0.35946,-0.03861,0.01856,0.27414,0.01782,0.24154,0.03261,0.01785,0.09610,0.01082,0.14469,-0.04859,0.01076,0.22046,0.01687,0.07429,0.14617,0.01695,0.08844,0.01034,0.18002,-0.09158,0.01030
1975-1979,2019,acs2019_ref2020,M,2020,2020,1142,123958.00000,0.00000,middle (fewer in both tails),0.55103,0.01021,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.17167,0.01176,0.16138,0.01058,0.17561,0.01155,0.19838,0.01240,0.29295,0.01569,0.36912,0.01806,0.43129,-0.06217,0.01765,0.23490,0.01615,0.25128,-0.01638,0.01612,0.11811,0.01136,0.12872,-0.01061,0.01130,0.17808,0.01441,0.07713,0.10094,0.01435,0.09979,0.01050,0.11158,-0.01178,0.01049
1980-1984,2019,acs2019_ref2020,P,2020,2020,2493,300579.00000,0.00000,middle (fewer in both tails),0.51636,0.00752,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.19247,0.00946,0.17864,0.00821,0.16691,0.00753,0.26194,0.01014,0.20004,0.00929,0.29709,0.01231,0.33254,-0.03545,0.01155,0.25900,0.01176,0.24154,0.01746,0.01176,0.12975,0.00830,0.16633,-0.03658,0.00829,0.19133,0.01032,0.09290,0.09843,0.01029,0.12283,0.00808,0.16669,-0.04385,0.00804
1980-1984,2019,acs2019_ref2020,H,2020,2020,1265,152339.00000,0.00000,middle (fewer in both tails),0.49160,0.01024,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.21269,0.01427,0.18947,0.01192,0.15317,0.01024,0.29011,0.01512,0.15456,0.01172,0.28301,0.01651,0.29936,-0.01634,0.01607,0.26841,0.01649,0.23410,0.03432,0.01654,0.14659,0.01263,0.17505,-0.02846,0.01272,0.17111,0.01304,0.09454,0.07657,0.01307,0.13087,0.01167,0.19696,-0.06608,0.01159
1980-1984,2019,acs2019_ref2020,M,2020,2020,1228,148240.00000,0.00000,middle (fewer in both tails),0.54181,0.01003,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.17169,0.01103,0.16751,0.00986,0.18102,0.01108,0.23299,0.01232,0.24678,0.01404,0.31155,0.01707,0.36664,-0.05509,0.01536,0.24933,0.01596,0.24919,0.00014,0.01586,0.11244,0.01028,0.15737,-0.04493,0.01021,0.21211,0.01544,0.09122,0.12089,0.01530,0.11457,0.01107,0.13558,-0.02101,0.01094
1985-1989,2019,acs2019_ref2020,P,2020,2020,4331,533608.00000,0.00000,middle (fewer in both tails),0.52617,0.00547,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.18431,0.00680,0.17871,0.00657,0.12052,0.00537,0.33295,0.00866,0.18352,0.00679,0.22666,0.00827,0.25193,-0.02527,0.00804,0.22563,0.00862,0.22647,-0.00083,0.00863,0.15648,0.00721,0.21675,-0.06028,0.00724,0.23271,0.00845,0.11919,0.11351,0.00837,0.15852,0.00712,0.18566,-0.02713,0.00714
1985-1989,2019,acs2019_ref2020,H,2020,2020,2274,284549.00000,0.00000,middle (fewer in both tails),0.50756,0.00720,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.19948,0.00940,0.18339,0.00895,0.10863,0.00690,0.36730,0.01217,0.14120,0.00820,0.22716,0.01084,0.22971,-0.00256,0.01048,0.21748,0.01135,0.21970,-0.00222,0.01136,0.16038,0.00969,0.22297,-0.06259,0.00971,0.23383,0.01151,0.12248,0.11135,0.01138,0.16115,0.00978,0.20514,-0.04399,0.00977
1985-1989,2019,acs2019_ref2020,M,2020,2020,2057,249059.00000,0.00000,middle (fewer in both tails),0.54744,0.00765,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.16698,0.00914,0.17336,0.00862,0.13410,0.00800,0.29370,0.01126,0.23186,0.01039,0.22610,0.01173,0.27731,-0.05122,0.01146,0.23494,0.01195,0.23419,0.00075,0.01196,0.15201,0.01004,0.20965,-0.05764,0.01008,0.23143,0.01158,0.11544,0.11599,0.01149,0.15553,0.00964,0.16340,-0.00788,0.00972
1990-1994,2019,acs2019_ref2020,P,2020,2020,4313,559634.00000,0.00000,"bottom (more at bottom, fewer at top)",0.51050,0.00559,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.20602,0.00710,0.17970,0.00621,0.10106,0.00494,0.34579,0.00899,0.16742,0.00692,0.21056,0.00798,0.20736,0.00321,0.00773,0.22124,0.00843,0.21307,0.00817,0.00843,0.16699,0.00756,0.25582,-0.08882,0.00750,0.25047,0.00874,0.13409,0.11638,0.00869,0.15073,0.00708,0.18967,-0.03894,0.00708
1990-1994,2019,acs2019_ref2020,H,2020,2020,1869,251528.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49838,0.00802,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.21380,0.01058,0.17422,0.00882,0.10529,0.00791,0.37710,0.01350,0.12959,0.00915,0.20139,0.01127,0.18770,0.01369,0.01104,0.21411,0.01237,0.20800,0.00610,0.01234,0.18362,0.01171,0.26056,-0.07694,0.01159,0.25598,0.01277,0.13836,0.11763,0.01270,0.14490,0.01031,0.20538,-0.06048,0.01030
1990-1994,2019,acs2019_ref2020,M,2020,2020,2444,308106.00000,0.00000,middle (fewer in both tails),0.52040,0.00722,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.19966,0.00886,0.18418,0.00805,0.09761,0.00611,0.32024,0.01122,0.19830,0.00977,0.21805,0.01031,0.22340,-0.00535,0.01001,0.22706,0.01086,0.21720,0.00986,0.01090,0.15342,0.00954,0.25194,-0.09852,0.00954,0.24597,0.01114,0.13061,0.11536,0.01111,0.15549,0.00940,0.17685,-0.02136,0.00936
1995-1999,2019,acs2019_ref2020,P,2020,2020,6205,879250.00000,0.00000,"bottom (more at bottom, fewer at top)",0.50939,0.00464,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.20440,0.00585,0.16975,0.00489,0.10456,0.00421,0.37273,0.00762,0.14855,0.00560,0.17223,0.00616,0.16644,0.00579,0.00596,0.21543,0.00694,0.19887,0.01655,0.00695,0.18446,0.00652,0.28632,-0.10186,0.00655,0.27615,0.00756,0.14637,0.12978,0.00749,0.15173,0.00597,0.20199,-0.05027,0.00597
1995-1999,2019,acs2019_ref2020,H,2020,2020,2973,436195.00000,0.00000,"bottom (more at bottom, fewer at top)",0.51005,0.00631,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.20443,0.00823,0.15726,0.00658,0.10312,0.00584,0.40394,0.01085,0.13124,0.00741,0.16388,0.00815,0.15254,0.01134,0.00803,0.19809,0.00928,0.19571,0.00237,0.00928,0.19004,0.00918,0.28847,-0.09843,0.00922,0.29335,0.01053,0.15122,0.14213,0.01046,0.15465,0.00837,0.21206,-0.05741,0.00837
1995-1999,2019,acs2019_ref2020,M,2020,2020,3232,443055.00000,0.00000,"bottom (more at bottom, fewer at top)",0.50874,0.00610,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.20437,0.00766,0.18205,0.00666,0.10598,0.00555,0.34201,0.00998,0.16559,0.00770,0.18045,0.00840,0.18012,0.00033,0.00807,0.23250,0.00936,0.20198,0.03052,0.00938,0.17897,0.00864,0.28421,-0.10525,0.00865,0.25922,0.00984,0.14160,0.11762,0.00975,0.14886,0.00782,0.19209,-0.04323,0.00783
2000-2004,2019,acs2019_ref2020,P,2020,2020,6805,1018435.00000,0.00000,"bottom (more at bottom, fewer at top)",0.48809,0.00443,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.21515,0.00598,0.18554,0.00520,0.13118,0.00435,0.34404,0.00740,0.12408,0.00477,0.15689,0.00557,0.14407,0.01282,0.00546,0.23069,0.00715,0.18599,0.04470,0.00715,0.20235,0.00661,0.29904,-0.09669,0.00656,0.26688,0.00739,0.15527,0.11161,0.00736,0.14319,0.00541,0.21564,-0.07245,0.00545
2000-2004,2019,acs2019_ref2020,H,2020,2020,3103,470412.00000,0.00000,"bottom (more at bottom, fewer at top)",0.48837,0.00605,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.21236,0.00831,0.18087,0.00707,0.13833,0.00630,0.35344,0.01028,0.11500,0.00646,0.14908,0.00759,0.13342,0.01566,0.00747,0.22080,0.00965,0.18346,0.03734,0.00962,0.21084,0.00944,0.29884,-0.08800,0.00942,0.27063,0.01040,0.16074,0.10988,0.01032,0.14865,0.00806,0.22354,-0.07489,0.00811
2000-2004,2019,acs2019_ref2020,M,2020,2020,3702,548023.00000,0.00000,"bottom (more at bottom, fewer at top)",0.48784,0.00566,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.21754,0.00771,0.18955,0.00692,0.12504,0.00531,0.33598,0.00932,0.13187,0.00638,0.16360,0.00729,0.15321,0.01039,0.00712,0.23919,0.00933,0.18816,0.05102,0.00935,0.19506,0.00850,0.29921,-0.10415,0.00844,0.26366,0.00939,0.15057,0.11309,0.00939,0.13849,0.00665,0.20885,-0.07036,0.00671
2005-2009,2019,acs2019_ref2020,P,2020,2020,4418,654455.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49858,0.00575,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.22947,0.00818,0.14124,0.00594,0.15757,0.00521,0.33272,0.00830,0.13899,0.00638,0.13159,0.00667,0.12605,0.00554,0.00644,0.21436,0.00864,0.16960,0.04476,0.00871,0.17416,0.00744,0.30210,-0.12794,0.00749,0.29840,0.00916,0.16778,0.13062,0.00912,0.18149,0.00740,0.23447,-0.05298,0.00751
2005-2009,2019,acs2019_ref2020,H,2020,2020,2026,312219.00000,0.00000,"bottom (more at bottom, fewer at top)",0.48158,0.00805,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.24965,0.01237,0.13766,0.00849,0.16234,0.00752,0.33317,0.01185,0.11718,0.00828,0.13545,0.00927,0.11360,0.02185,0.00907,0.21307,0.01237,0.16693,0.04614,0.01247,0.17967,0.01070,0.30382,-0.12415,0.01075,0.30611,0.01321,0.17402,0.13209,0.01316,0.16570,0.01009,0.24163,-0.07593,0.01027
2005-2009,2019,acs2019_ref2020,M,2020,2020,2392,342236.00000,0.00000,middle (fewer in both tails),0.51410,0.00711,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.21106,0.00956,0.14450,0.00744,0.15323,0.00675,0.33232,0.01050,0.15889,0.00859,0.12807,0.00849,0.13742,-0.00934,0.00811,0.21553,0.01074,0.17203,0.04351,0.01081,0.16913,0.00943,0.30053,-0.13140,0.00950,0.29137,0.01156,0.16210,0.12928,0.01151,0.19589,0.00987,0.22793,-0.03204,0.00991
2010-2014,2019,acs2019_ref2020,P,2020,2020,3026,429681.00000,0.00000,"bottom (more at bottom, fewer at top)",0.51969,0.00721,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.21024,0.00964,0.12293,0.00693,0.19155,0.00712,0.29648,0.00942,0.17881,0.00906,0.11940,0.00759,0.11326,0.00614,0.00737,0.17834,0.01009,0.15832,0.02002,0.01004,0.17776,0.00937,0.30187,-0.12411,0.00933,0.28944,0.01099,0.17852,0.11092,0.01092,0.23506,0.01054,0.24803,-0.01297,0.01061
2010-2014,2019,acs2019_ref2020,H,2020,2020,1528,218142.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49780,0.01003,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.24375,0.01431,0.11703,0.00928,0.19379,0.00983,0.28105,0.01258,0.16439,0.01162,0.13012,0.01113,0.10435,0.02577,0.01106,0.18361,0.01425,0.15765,0.02595,0.01428,0.18470,0.01252,0.30197,-0.11727,0.01249,0.28255,0.01496,0.18286,0.09968,0.01487,0.21903,0.01368,0.25317,-0.03414,0.01386
2010-2014,2019,acs2019_ref2020,M,2020,2020,1498,211539.00000,0.00000,"top (fewer at bottom, more at top)",0.54226,0.00890,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.17568,0.01169,0.12901,0.00938,0.18924,0.00975,0.31239,0.01317,0.19368,0.01163,0.10834,0.00968,0.12244,-0.01410,0.00916,0.17291,0.01333,0.15901,0.01390,0.01305,0.17061,0.01274,0.30178,-0.13117,0.01267,0.29655,0.01507,0.17405,0.12250,0.01492,0.25159,0.01386,0.24272,0.00887,0.01380
2015-2019,2019,acs2019_ref2020,P,2020,2020,3649,536365.00000,0.00000,both tails (more in both),0.53139,0.00750,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.20601,0.01010,0.10993,0.00585,0.19758,0.00709,0.27840,0.00863,0.20807,0.00876,0.11345,0.00847,0.09546,0.01799,0.00852,0.14715,0.00848,0.14401,0.00314,0.00844,0.17527,0.00888,0.30148,-0.12621,0.00888,0.27641,0.01036,0.19530,0.08112,0.01034,0.28771,0.01069,0.26375,0.02396,0.01070
2015-2019,2019,acs2019_ref2020,H,2020,2020,2055,290359.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49203,0.00993,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.24331,0.01440,0.11794,0.00800,0.21440,0.00940,0.25882,0.01119,0.16553,0.00996,0.12880,0.01303,0.08546,0.04334,0.01325,0.15874,0.01090,0.14224,0.01650,0.01085,0.20024,0.01218,0.30319,-0.10295,0.01221,0.27428,0.01397,0.20109,0.07318,0.01397,0.23794,0.01264,0.26801,-0.03007,0.01272
2015-2019,2019,acs2019_ref2020,M,2020,2020,1594,246006.00000,0.00000,"top (fewer at bottom, more at top)",0.57785,0.00935,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.16198,0.01166,0.10048,0.00786,0.17774,0.00971,0.30150,0.01248,0.25829,0.01299,0.09534,0.00923,0.10726,-0.01192,0.00884,0.13347,0.01212,0.14610,-0.01263,0.01211,0.14579,0.01189,0.29946,-0.15367,0.01183,0.27894,0.01420,0.18845,0.09048,0.01415,0.34646,0.01545,0.25872,0.08774,0.01525
1975-1979,2024,acs2024_ref2020,P,2020,2020,1854,187300.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49151,0.00873,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.24871,0.01165,0.15936,0.00804,0.16565,0.00888,0.21500,0.01059,0.21129,0.01126,0.39399,0.01456,0.38115,0.01284,0.01430,0.22551,0.01262,0.24892,-0.02341,0.01260,0.11905,0.00954,0.14176,-0.02270,0.00954,0.16212,0.01104,0.07856,0.08357,0.01101,0.09932,0.00868,0.14962,-0.05029,0.00871
1975-1979,2024,acs2024_ref2020,H,2020,2020,875,89732.00000,0.00000,"bottom (more at bottom, fewer at top)",0.45155,0.01209,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.27838,0.01725,0.17991,0.01151,0.16626,0.01265,0.23209,0.01598,0.14336,0.01309,0.42125,0.02106,0.34896,0.07229,0.02038,0.21461,0.01768,0.24281,-0.02820,0.01763,0.10964,0.01289,0.14827,-0.03863,0.01272,0.15136,0.01563,0.07622,0.07514,0.01564,0.10314,0.01185,0.18374,-0.08060,0.01184
1975-1979,2024,acs2024_ref2020,M,2020,2020,979,97568.00000,0.00000,middle (fewer in both tails),0.52826,0.01219,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.22142,0.01546,0.14046,0.01050,0.16509,0.01159,0.19928,0.01371,0.27376,0.01688,0.36891,0.01977,0.41075,-0.04184,0.01943,0.23554,0.01715,0.25454,-0.01900,0.01715,0.12772,0.01285,0.13576,-0.00805,0.01295,0.17202,0.01566,0.08071,0.09131,0.01557,0.09581,0.01208,0.11823,-0.02242,0.01198
1980-1984,2024,acs2024_ref2020,P,2020,2020,2373,258197.00000,0.00000,"bottom (more at bottom, fewer at top)",0.48905,0.00839,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.26636,0.01165,0.14972,0.00750,0.12692,0.00738,0.25902,0.01049,0.19798,0.00964,0.34723,0.01325,0.31552,0.03172,0.01338,0.20535,0.01128,0.24226,-0.03690,0.01129,0.11762,0.00808,0.17256,-0.05494,0.00807,0.20035,0.01072,0.09615,0.10420,0.01068,0.12944,0.00857,0.17352,-0.04408,0.00867
1980-1984,2024,acs2024_ref2020,H,2020,2020,1227,140128.00000,0.00000,"bottom (more at bottom, fewer at top)",0.45928,0.01085,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.29250,0.01567,0.15464,0.01073,0.12348,0.01029,0.28729,0.01529,0.14208,0.01163,0.35428,0.01746,0.28442,0.06986,0.01740,0.20336,0.01558,0.23470,-0.03134,0.01558,0.11902,0.01106,0.18102,-0.06200,0.01098,0.18891,0.01428,0.09809,0.09083,0.01426,0.13443,0.01191,0.20177,-0.06735,0.01193
1980-1984,2024,acs2024_ref2020,M,2020,2020,1146,118069.00000,0.00000,middle (fewer in both tails),0.52438,0.01164,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.23532,0.01478,0.14388,0.00995,0.13101,0.01054,0.22547,0.01332,0.26432,0.01533,0.33886,0.01814,0.35242,-0.01356,0.01852,0.20773,0.01608,0.25123,-0.04351,0.01612,0.11597,0.01200,0.16252,-0.04655,0.01201,0.21392,0.01591,0.09384,0.12007,0.01583,0.12353,0.01204,0.13998,-0.01645,0.01221
1985-1989,2024,acs2024_ref2020,P,2020,2020,4036,452278.00000,0.00000,"bottom (more at bottom, fewer at top)",0.50033,0.00606,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.23918,0.00824,0.15954,0.00642,0.09641,0.00498,0.32996,0.00912,0.17492,0.00721,0.27563,0.00931,0.24442,0.03121,0.00906,0.19341,0.00828,0.22748,-0.03407,0.00829,0.14920,0.00750,0.21928,-0.07009,0.00760,0.23867,0.00890,0.12071,0.11796,0.00884,0.14309,0.00686,0.18810,-0.04501,0.00683
1985-1989,2024,acs2024_ref2020,H,2020,2020,2064,238691.00000,0.00000,"bottom (more at bottom, fewer at top)",0.48429,0.00798,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.25097,0.01120,0.16328,0.00860,0.08564,0.00637,0.36742,0.01283,0.13269,0.00888,0.26493,0.01213,0.22143,0.04350,0.01206,0.19894,0.01106,0.22014,-0.02120,0.01107,0.15974,0.01024,0.22601,-0.06628,0.01046,0.23988,0.01189,0.12436,0.11553,0.01180,0.13651,0.00906,0.20806,-0.07155,0.00906
1985-1989,2024,acs2024_ref2020,M,2020,2020,1972,213587.00000,0.00000,"bottom (more at bottom, fewer at top)",0.51826,0.00864,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.22601,0.01134,0.15535,0.00875,0.10844,0.00730,0.28810,0.01205,0.22211,0.01100,0.28759,0.01348,0.27011,0.01748,0.01294,0.18724,0.01122,0.23569,-0.04845,0.01122,0.13741,0.01014,0.21177,-0.07435,0.01007,0.23732,0.01252,0.11665,0.12068,0.01251,0.15044,0.00994,0.16578,-0.01535,0.00986
1990-1994,2024,acs2024_ref2020,P,2020,2020,4654,553029.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49365,0.00585,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.24131,0.00781,0.16305,0.00616,0.08316,0.00451,0.35421,0.00893,0.15826,0.00665,0.24133,0.00840,0.20151,0.03982,0.00810,0.20389,0.00808,0.21324,-0.00935,0.00809,0.16201,0.00726,0.25816,-0.09615,0.00725,0.24819,0.00842,0.13553,0.11266,0.00833,0.14459,0.00685,0.19157,-0.04698,0.00684
1990-1994,2024,acs2024_ref2020,H,2020,2020,2033,257051.00000,0.00000,"bottom (more at bottom, fewer at top)",0.47857,0.00840,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.25318,0.01158,0.16379,0.00912,0.07553,0.00618,0.38369,0.01316,0.12383,0.00885,0.24444,0.01230,0.18373,0.06071,0.01194,0.19255,0.01131,0.20792,-0.01537,0.01134,0.15616,0.01023,0.26248,-0.10633,0.01016,0.26981,0.01258,0.13956,0.13025,0.01249,0.13705,0.00997,0.20631,-0.06926,0.00997
1990-1994,2024,acs2024_ref2020,M,2020,2020,2621,295978.00000,0.00000,"bottom (more at bottom, fewer at top)",0.50674,0.00729,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.23100,0.00931,0.16242,0.00759,0.08979,0.00591,0.32862,0.01108,0.18817,0.00936,0.23863,0.01034,0.21695,0.02168,0.00998,0.21373,0.01051,0.21785,-0.00412,0.01052,0.16709,0.00947,0.25440,-0.08731,0.00955,0.22941,0.01033,0.13203,0.09738,0.01024,0.15114,0.00906,0.17877,-0.02762,0.00900
1995-1999,2024,acs2024_ref2020,P,2020,2020,6023,766344.00000,0.00000,"bottom (more at bottom, fewer at top)",0.49195,0.00520,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.24786,0.00699,0.14737,0.00513,0.07686,0.00367,0.38295,0.00813,0.14495,0.00554,0.22030,0.00715,0.16125,0.05905,0.00704,0.17966,0.00676,0.19836,-0.01870,0.00678,0.17126,0.00663,0.28925,-0.11799,0.00665,0.27879,0.00790,0.14771,0.13108,0.00787,0.15000,0.00610,0.20343,-0.05343,0.00612
1995-1999,2024,acs2024_ref2020,H,2020,2020,2845,374655.00000,0.00000,"bottom (more at bottom, fewer at top)",0.47915,0.00703,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.26372,0.00987,0.14158,0.00679,0.06880,0.00479,0.40662,0.01164,0.11928,0.00663,0.22795,0.01001,0.15003,0.07791,0.00991,0.17385,0.00903,0.19549,-0.02164,0.00908,0.16934,0.00887,0.28994,-0.12060,0.00890,0.29157,0.01140,0.15206,0.13951,0.01139,0.13730,0.00774,0.21248,-0.07518,0.00775
1995-1999,2024,acs2024_ref2020,M,2020,2020,3178,391689.00000,0.00000,"bottom (more at bottom, fewer at top)",0.50420,0.00673,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.23270,0.00860,0.15290,0.00696,0.08457,0.00511,0.36032,0.01036,0.16951,0.00827,0.21298,0.00893,0.17197,0.04101,0.00873,0.18521,0.00912,0.20111,-0.01590,0.00913,0.17310,0.00877,0.28860,-0.11550,0.00877,0.26656,0.01009,0.14354,0.12302,0.01005,0.16215,0.00866,0.19478,-0.03263,0.00868
2000-2004,2024,acs2024_ref2020,P,2020,2020,7445,990555.00000,0.00000,"bottom (more at bottom, fewer at top)",0.47922,0.00461,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.25259,0.00644,0.14692,0.00442,0.12535,0.00434,0.34553,0.00700,0.12960,0.00489,0.19734,0.00626,0.13718,0.06015,0.00619,0.18813,0.00609,0.18506,0.00307,0.00610,0.19205,0.00620,0.30206,-0.11001,0.00617,0.27533,0.00711,0.15714,0.11819,0.00710,0.14715,0.00532,0.21856,-0.07141,0.00537
2000-2004,2024,acs2024_ref2020,H,2020,2020,3429,475043.00000,0.00000,"bottom (more at bottom, fewer at top)",0.47292,0.00609,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.24954,0.00876,0.14630,0.00619,0.13659,0.00632,0.36355,0.00984,0.10402,0.00591,0.19067,0.00833,0.12983,0.06084,0.00826,0.18574,0.00844,0.18357,0.00217,0.00846,0.20547,0.00891,0.30010,-0.09463,0.00889,0.28855,0.01003,0.16160,0.12695,0.01001,0.12957,0.00685,0.22489,-0.09532,0.00690
2000-2004,2024,acs2024_ref2020,M,2020,2020,4016,515512.00000,0.00000,"bottom (more at bottom, fewer at top)",0.48503,0.00609,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.25541,0.00840,0.14749,0.00566,0.11500,0.00511,0.32892,0.00882,0.15318,0.00691,0.20348,0.00826,0.14396,0.05952,0.00814,0.19033,0.00789,0.18642,0.00391,0.00792,0.17968,0.00770,0.30387,-0.12418,0.00768,0.26315,0.00885,0.15302,0.11013,0.00882,0.16335,0.00744,0.21273,-0.04937,0.00748
2005-2009,2024,acs2024_ref2020,P,2020,2020,4292,583612.00000,0.00000,"bottom (more at bottom, fewer at top)",0.48530,0.00591,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.25443,0.00862,0.11769,0.00534,0.16518,0.00558,0.33537,0.00868,0.12732,0.00608,0.18260,0.00765,0.11978,0.06283,0.00751,0.16789,0.00796,0.16797,-0.00008,0.00800,0.16669,0.00742,0.30575,-0.13905,0.00742,0.31569,0.00976,0.16976,0.14594,0.00971,0.16712,0.00730,0.23675,-0.06963,0.00733
2005-2009,2024,acs2024_ref2020,H,2020,2020,1980,277846.00000,0.00000,"bottom (more at bottom, fewer at top)",0.48294,0.00803,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.25159,0.01194,0.10817,0.00739,0.18336,0.00811,0.34599,0.01215,0.11088,0.00810,0.18389,0.01071,0.11150,0.07239,0.01057,0.14892,0.01031,0.16684,-0.01793,0.01031,0.18157,0.01067,0.30514,-0.12356,0.01065,0.33300,0.01394,0.17462,0.15837,0.01385,0.15262,0.00988,0.24190,-0.08927,0.00990
2005-2009,2024,acs2024_ref2020,M,2020,2020,2312,305766.00000,0.00000,"bottom (more at bottom, fewer at top)",0.48744,0.00780,0-0 1-5 6-6 7-8 9-9 10-11 12-12 13-13 14-14 15-15 16-16,0.25702,0.01127,0.12634,0.00726,0.14866,0.00711,0.32572,0.01103,0.14226,0.00843,0.18144,0.01004,0.12730,0.05413,0.00982,0.18513,0.01069,0.16899,0.01614,0.01074,0.15318,0.00972,0.30630,-0.15313,0.00976,0.29997,0.01229,0.16533,0.13464,0.01224,0.18029,0.01002,0.23208,-0.05178,0.01005
